wall_ms,symbol,big_ex,small_ex,big_bid,big_ask,big_mid,small_bid,small_ask,small_mid,spread_pct,baseline_pct,anomaly_pct
1777604367617,ETHUSDT,okx,bitget,2265.810000,2265.820000,2265.815000,2265.900000,2265.910000,2265.905000,-0.0040,-0.0022,-0.0018
1777604367619,SUIUSDT,okx,bitget,0.911400,0.911500,0.911450,0.911400,0.911500,0.911450,0.0000,0.0000,0.0000
1777604367642,BSBUSDT,binance,bitget,0.568670,0.568890,0.568780,0.568840,0.569350,0.569095,-0.0554,-0.0324,-0.0229
1777604367647,SUIUSDT,binance,gate,0.911400,0.911500,0.911450,0.911300,0.911400,0.911350,0.0110,0.0055,0.0055
1777604367650,BIOUSDT,binance,gate,0.040140,0.040170,0.040155,0.040100,0.040130,0.040115,0.0997,0.0498,0.0499
1777604367650,BIOUSDT,binance,bitget,0.040140,0.040170,0.040155,0.040100,0.040120,0.040110,0.1122,0.0872,0.0250
1777604367715,OPGUSDT,okx,gate,0.241500,0.241600,0.241550,0.241200,0.241300,0.241250,0.1244,0.1037,0.0207
1777604367715,DOGEUSDT,okx,gate,0.108490,0.108500,0.108495,0.108490,0.108500,0.108495,0.0000,0.0000,0.0000
1777604367715,DOGEUSDT,okx,bitget,0.108490,0.108500,0.108495,0.108490,0.108500,0.108495,0.0000,0.0092,-0.0092
1777604367723,API3USDT,okx,gate,0.388400,0.388500,0.388450,0.386700,0.386900,0.386800,0.4266,0.4267,-0.0001
1777604367723,API3USDT,okx,bitget,0.388400,0.388500,0.388450,0.387000,0.387200,0.387100,0.3487,0.3489,-0.0002
1777604367723,PENGUUSDT,okx,gate,0.009990,0.009991,0.009990,0.009989,0.009993,0.009991,-0.0050,0.0100,-0.0150
1777604367723,PENGUUSDT,okx,bitget,0.009990,0.009991,0.009990,0.009988,0.009990,0.009989,0.0150,0.0201,-0.0050
1777604367811,ETHUSDT,binance,gate,2265.750000,2265.760000,2265.755000,2265.750000,2265.760000,2265.755000,0.0000,0.0009,-0.0009
1777604367811,ETHUSDT,binance,bitget,2265.750000,2265.760000,2265.755000,2265.900000,2265.910000,2265.905000,-0.0066,-0.0053,-0.0013
1777604367811,LINKUSDT,binance,gate,9.113000,9.114000,9.113500,9.113000,9.114000,9.113500,0.0000,0.0000,0.0000
1777604367812,APTUSDT,binance,gate,1.018600,1.018700,1.018650,1.017800,1.018400,1.018100,0.0540,0.0541,-0.0001
1777604367813,PENGUUSDT,binance,gate,0.009987,0.009988,0.009987,0.009989,0.009993,0.009991,-0.0350,-0.0200,-0.0150
1777604367813,PENGUUSDT,binance,bitget,0.009987,0.009988,0.009987,0.009988,0.009990,0.009989,-0.0150,0.0000,-0.0150
1777604367815,HUSDT,binance,bitget,0.184140,0.184150,0.184145,0.183770,0.183830,0.183800,0.1877,0.1769,0.0108
1777604367815,WLFIUSDT,binance,gate,0.060300,0.060400,0.060350,0.060350,0.060370,0.060360,-0.0166,-0.0083,-0.0083
1777604367815,WLFIUSDT,binance,bitget,0.060300,0.060400,0.060350,0.060300,0.060400,0.060350,0.0000,0.0000,0.0000
1777604367820,MEGAUSDT,okx,bitget,0.161800,0.161900,0.161850,0.161930,0.162060,0.161995,-0.0895,-0.1361,0.0466
1777604367821,APTUSDT,okx,gate,1.018300,1.018400,1.018350,1.017800,1.018400,1.018100,0.0246,0.0492,-0.0246
1777604367824,OPGUSDT,okx,bitget,0.241500,0.241600,0.241550,0.241200,0.241300,0.241250,0.1244,0.1244,-0.0001
1777604367825,HYPEUSDT,okx,bitget,40.320000,40.330000,40.325000,40.316000,40.320000,40.318000,0.0174,0.0174,-0.0000
1777604367617,ENAUSDT,okx,bitget,0.103740,0.103750,0.103745,0.103700,0.103800,0.103750,-0.0048,0.0531,-0.0579
1777604367618,UBUSDT,okx,bitget,0.073320,0.073350,0.073335,0.073300,0.073390,0.073345,-0.0136,-0.0068,-0.0069
1777604366823,WLDUSDT,okx,bitget,0.242600,0.242700,0.242650,0.242700,0.242800,0.242750,-0.0412,-0.0206,-0.0206
1777604367620,AAVEUSDT,okx,bitget,92.880000,92.890000,92.885000,92.870000,92.890000,92.880000,0.0054,0.0108,-0.0054
1777604367081,BNBUSDT,okx,bitget,616.700000,616.800000,616.750000,616.850000,616.860000,616.855000,-0.0170,-0.0122,-0.0049
1777604367844,SOONUSDT,okx,gate,0.170200,0.170300,0.170250,0.170200,0.170400,0.170300,-0.0294,-0.0294,0.0000
1777604367844,PUMPUSDT,okx,gate,0.001798,0.001799,0.001798,0.001799,0.001800,0.001799,-0.0556,-0.0557,0.0001
1777604367844,PUMPUSDT,okx,bitget,0.001798,0.001799,0.001798,0.001800,0.001801,0.001801,-0.1111,-0.1113,0.0002
1777604367845,WLFIUSDT,okx,gate,0.060350,0.060360,0.060355,0.060350,0.060370,0.060360,-0.0083,-0.0331,0.0248
1777604367845,WLFIUSDT,okx,bitget,0.060350,0.060360,0.060355,0.060300,0.060400,0.060350,0.0083,-0.0249,0.0331
1777604367845,CHZUSDT,okx,gate,0.041990,0.042000,0.041995,0.042020,0.042040,0.042030,-0.0833,-0.0476,-0.0356
1777604367845,CHZUSDT,okx,bitget,0.041990,0.042000,0.041995,0.042040,0.042060,0.042050,-0.1308,-0.1189,-0.0119
1777604367845,APEUSDT,okx,bitget,0.160940,0.160950,0.160945,0.160800,0.160900,0.160850,0.0591,0.1028,-0.0438
1777604367821,ZBTUSDT,okx,gate,0.186350,0.186360,0.186355,0.186150,0.186510,0.186330,0.0134,-0.0107,0.0241
1777604367814,SOLUSDT,binance,gate,83.570000,83.580000,83.575000,83.580000,83.590000,83.585000,-0.0120,0.0000,-0.0120
1777604366344,BCHUSDT,okx,gate,442.000000,442.100000,442.050000,441.950000,441.960000,441.955000,0.0215,0.0023,0.0192
1777604367914,TONUSDT,okx,gate,1.337000,1.338000,1.337500,1.338600,1.339000,1.338800,-0.0971,-0.0672,-0.0299
1777604367914,TONUSDT,okx,bitget,1.337000,1.338000,1.337500,1.338200,1.338500,1.338350,-0.0635,-0.0411,-0.0224
1777604367924,FILUSDT,okx,gate,0.925900,0.926000,0.925950,0.925900,0.926000,0.925950,0.0000,0.0000,0.0000
1777604367924,FILUSDT,okx,bitget,0.925900,0.926000,0.925950,0.926000,0.926100,0.926050,-0.0108,-0.0108,0.0000
1777604367924,XRPUSDT,okx,gate,1.369000,1.370000,1.369500,1.369500,1.369600,1.369550,-0.0037,-0.0183,0.0146
1777604367924,XRPUSDT,okx,bitget,1.369000,1.370000,1.369500,1.369600,1.369700,1.369650,-0.0110,-0.0256,0.0146
1777604368014,FARTCOINUSDT,okx,gate,0.199500,0.199600,0.199550,0.199550,0.199590,0.199570,-0.0100,-0.0075,-0.0025
1777604368015,APEUSDT,okx,gate,0.160940,0.160950,0.160945,0.160840,0.160910,0.160875,0.0435,0.0497,-0.0062
1777604368015,AAVEUSDT,okx,gate,92.880000,92.890000,92.885000,92.890000,92.900000,92.895000,-0.0108,0.0108,-0.0215
1777604368015,SOLUSDT,okx,gate,83.580000,83.590000,83.585000,83.580000,83.590000,83.585000,0.0000,0.0000,0.0000
1777604368016,BSBUSDT,okx,bitget,0.569700,0.569900,0.569800,0.568840,0.569410,0.569125,0.1186,-0.0184,0.1370
1777604368016,ZBTUSDT,okx,bitget,0.186360,0.186370,0.186365,0.186190,0.186340,0.186265,0.0537,-0.0053,0.0590
1777604368017,BCHUSDT,okx,bitget,442.000000,442.100000,442.050000,442.140000,442.170000,442.155000,-0.0237,-0.0249,0.0011
1777604368017,LINKUSDT,okx,gate,9.113000,9.114000,9.113500,9.113000,9.114000,9.113500,0.0000,0.0000,0.0000
1777604368017,LINKUSDT,okx,bitget,9.113000,9.114000,9.113500,9.113000,9.114000,9.113500,0.0000,0.0000,0.0000
1777604368017,ADAUSDT,okx,gate,0.247200,0.247300,0.247250,0.247100,0.247200,0.247150,0.0405,0.0000,0.0405
1777604368017,ADAUSDT,okx,bitget,0.247200,0.247300,0.247250,0.247100,0.247200,0.247150,0.0405,0.0000,0.0405
1777604368022,HUSDT,okx,gate,0.184140,0.184150,0.184145,0.183700,0.183850,0.183775,0.2013,0.1851,0.0162
1777604368022,HUSDT,okx,bitget,0.184140,0.184150,0.184145,0.183770,0.183830,0.183800,0.1877,0.1170,0.0707
1777604368022,ARBUSDT,okx,gate,0.124250,0.124260,0.124255,0.124230,0.124240,0.124235,0.0161,0.0161,-0.0000
1777604368022,ARBUSDT,okx,bitget,0.124250,0.124260,0.124255,0.124100,0.124200,0.124150,0.0846,0.0443,0.0403
1777604368022,AVAXUSDT,okx,gate,9.101000,9.102000,9.101500,9.102000,9.104000,9.103000,-0.0165,-0.0165,0.0000
1777604368022,AVAXUSDT,okx,bitget,9.101000,9.102000,9.101500,9.101000,9.102000,9.101500,0.0000,0.0000,0.0000
1777604368027,HUSDT,binance,gate,0.184160,0.184180,0.184170,0.183700,0.183850,0.183775,0.2149,0.2341,-0.0191
1777604368027,LINKUSDT,binance,bitget,9.113000,9.114000,9.113500,9.113000,9.114000,9.113500,0.0000,0.0000,0.0000
1777604368027,ZBTUSDT,binance,bitget,0.186220,0.186240,0.186230,0.186190,0.186340,0.186265,-0.0188,-0.0535,0.0347
1777604368028,SOONUSDT,binance,gate,0.170200,0.170300,0.170250,0.170200,0.170400,0.170300,-0.0294,-0.0294,0.0000
1777604368028,SOONUSDT,binance,bitget,0.170200,0.170300,0.170250,0.170100,0.170200,0.170150,0.0588,0.0000,0.0588
1777604368029,XRPUSDT,binance,bitget,1.369500,1.369600,1.369550,1.369600,1.369700,1.369650,-0.0073,0.0000,-0.0073
1777604368030,FILUSDT,binance,gate,0.925000,0.926000,0.925500,0.925900,0.926000,0.925950,-0.0486,-0.0054,-0.0432
1777604368030,FILUSDT,binance,bitget,0.925000,0.926000,0.925500,0.926000,0.926100,0.926050,-0.0594,-0.0162,-0.0432
1777604368031,TONUSDT,binance,gate,1.338500,1.338600,1.338550,1.338600,1.339000,1.338800,-0.0187,-0.0075,-0.0112
1777604368031,TONUSDT,binance,bitget,1.338500,1.338600,1.338550,1.338200,1.338500,1.338350,0.0149,0.0149,0.0000
1777604368032,NEARUSDT,binance,gate,1.300000,1.301000,1.300500,1.300000,1.300800,1.300400,0.0077,0.0192,-0.0115
1777604368032,NEARUSDT,binance,bitget,1.300000,1.301000,1.300500,1.300600,1.300800,1.300700,-0.0154,-0.0115,-0.0038
1777604368033,BTCUSDT,binance,bitget,76549.900000,76550.000000,76549.950000,76542.500000,76542.600000,76542.550000,0.0097,0.0042,0.0055
1777604368034,WIFUSDT,binance,gate,0.188100,0.188200,0.188150,0.187900,0.188000,0.187950,0.1064,0.1065,-0.0001
1777604368034,KATUSDT,binance,gate,0.010300,0.010310,0.010305,0.010310,0.010320,0.010315,-0.0969,-0.0969,0.0000
1777604368034,KATUSDT,binance,bitget,0.010300,0.010310,0.010305,0.010300,0.010310,0.010305,0.0000,0.0000,0.0000
1777604368049,HYPEUSDT,binance,gate,40.329000,40.330000,40.329500,40.319000,40.324000,40.321500,0.0198,0.0112,0.0087
1777604368050,DOTUSDT,binance,gate,1.203000,1.204000,1.203500,1.203000,1.204000,1.203500,0.0000,0.0000,0.0000
1777604368050,DOTUSDT,binance,bitget,1.203000,1.204000,1.203500,1.203000,1.204000,1.203500,0.0000,0.0832,-0.0832
1777604367844,SOONUSDT,okx,bitget,0.170200,0.170300,0.170250,0.170100,0.170200,0.170150,0.0588,0.0588,-0.0000
1777604367647,SUIUSDT,binance,bitget,0.911400,0.911500,0.911450,0.911400,0.911500,0.911450,0.0000,0.0000,0.0000
1777604367316,API3USDT,binance,bitget,0.387000,0.387100,0.387050,0.387000,0.387200,0.387100,-0.0129,-0.0129,0.0000
1777604367617,BTCUSDT,okx,bitget,76554.800000,76554.900000,76554.850000,76542.500000,76542.600000,76542.550000,0.0161,0.0067,0.0094
1777604368115,ENSOUSDT,okx,gate,1.085000,1.085100,1.085050,1.086800,1.087300,1.087050,-0.1840,-0.2207,0.0367
1777604368115,PENDLEUSDT,okx,gate,1.395000,1.396000,1.395500,1.396000,1.397000,1.396500,-0.0716,-0.0717,0.0001
1777604368116,WIFUSDT,okx,bitget,0.188100,0.188200,0.188150,0.188100,0.188200,0.188150,0.0000,0.0000,0.0000
1777604368116,SUIUSDT,okx,gate,0.911400,0.911500,0.911450,0.911300,0.911400,0.911350,0.0110,0.0110,0.0000
1777604368022,CLUSDT,okx,bitget,105.420000,105.430000,105.425000,105.376000,105.384000,105.380000,0.0427,0.0393,0.0034
1777604368035,MEGAUSDT,binance,bitget,0.162080,0.162120,0.162100,0.161960,0.162060,0.162010,0.0556,0.0588,-0.0032
1777604368050,HYPEUSDT,binance,bitget,40.329000,40.330000,40.329500,40.316000,40.320000,40.318000,0.0285,0.0335,-0.0050
1777604367816,FARTCOINUSDT,binance,bitget,0.199500,0.199600,0.199550,0.199500,0.199600,0.199550,0.0000,0.0000,0.0000
1777604368166,TAOUSDT,binance,gate,250.380000,250.390000,250.385000,250.300000,250.400000,250.350000,0.0140,0.0060,0.0080
1777604368166,TAOUSDT,binance,bitget,250.380000,250.390000,250.385000,250.370000,250.390000,250.380000,0.0020,-0.0060,0.0080
1777604368167,APEUSDT,binance,gate,0.160800,0.160900,0.160850,0.160840,0.160910,0.160875,-0.0155,0.0031,-0.0186
1777604368167,APEUSDT,binance,bitget,0.160800,0.160900,0.160850,0.160800,0.160900,0.160850,0.0000,0.0622,-0.0622
1777604368168,UBUSDT,binance,bitget,0.073300,0.073340,0.073320,0.073290,0.073380,0.073335,-0.0205,0.0136,-0.0341
1777604368169,SOLUSDT,binance,bitget,83.570000,83.580000,83.575000,83.591000,83.592000,83.591500,-0.0197,-0.0102,-0.0096
1777604368169,PUMPUSDT,binance,gate,0.001799,0.001800,0.001799,0.001799,0.001800,0.001799,0.0000,0.0000,0.0000
1777604368169,PUMPUSDT,binance,bitget,0.001799,0.001800,0.001799,0.001800,0.001801,0.001801,-0.0555,-0.0557,0.0001
1777604368171,BNBUSDT,binance,bitget,617.400000,617.410000,617.405000,616.850000,616.860000,616.855000,0.0892,0.0957,-0.0065
1777604368177,ENSOUSDT,binance,gate,1.083100,1.083400,1.083250,1.086800,1.087300,1.087050,-0.3496,-0.3905,0.0409
1777604368177,ENSOUSDT,binance,bitget,1.083100,1.083400,1.083250,1.083700,1.084200,1.083950,-0.0646,-0.0553,-0.0093
